Count	Verbatim_kingdom	Verbatim_phylum	Verbatim_class	Verbatim_order	Verbatim_family	Verbatim_genus	Verbatim_species	Verbatim_infra	Verbatim_rank	Verbatim_verbatimRank	Verbatim_scientificName	Verbatim_generic	Verbatim_author	Current_kingdom	Current_phylum	Current_klass	Current_order	Current_family	Current_genus	Current_subGenus	Current_species	Current_scientificName	Current_acceptedScientificName	Current_kingdomKey	Current_phylumKey	Current_classKey	Current_orderKey	Current_familyKey	Current_genusKey	Current_subGenusKey	Current_speciesKey	Current_taxonKey	Current_acceptedTaxonKey	Proposed_kingdom	Proposed_phylum	Proposed_klass	Proposed_order	Proposed_family	Proposed_genus	Proposed_subGenus	Proposed_species	Proposed_scientificName	Proposed_acceptedScientificName	Proposed_kingdomKey	Proposed_phylumKey	Proposed_classKey	Proposed_orderKey	Proposed_familyKey	Proposed_genusKey	Proposed_subGenusKey	Proposed_speciesKey	Proposed_taxonKey	Proposed_acceptedTaxonKey
1572	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	rufipes	null	Species	null	Harpalus rufipes	null	(De Geer, 1774)	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	null	Harpalus rufipes	Harpalus rufipes DeGeer, 1774	Harpalus rufipes DeGeer, 1774	1	54	216	1470	3792	1035821	null	9251010	9251010	9251010	Animalia	Arthropoda	Insecta	Coleoptera	Carabidae	Harpalus	null	Harpalus rufipes	Harpalus rufipes (DeGeer, 1774)	Harpalus rufipes (DeGeer, 1774)	1	54	216	1470	3792	1035821	null	9251010	9251010	9251010
1268	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Chalcolestes	null	null	species	null	Chalcolestes viridis	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Vander Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Lestes	null	Lestes viridis	Chalcolestes viridis (Van der Linden, 1825)	Lestes viridis Vander Linden, 1825	1	54	216	789	4489	1423980	null	1424036	5865098	1424036
2383	null	null	null	null	null	null	null	null	null	null	Pityogenes chalcographus (Linnaeus, 1760)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Pityogenes	null	Pityogenes chalcographus	Pityogenes chalcographus (Linnaeus & C., 1760)	Pityogenes chalcographus (Linnaeus & C., 1760)	1	54	216	1470	4239	1237412	null	1237428	1237428	1237428	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Pityogenes	null	Pityogenes chalcographus	Pityogenes chalcographus (C.Linnaeus, 1760)	Pityogenes chalcographus (C.Linnaeus, 1760)	1	54	216	1470	4239	1237412	null	1237428	1237428	1237428
1269	null	null	null	null	null	Mamestra	null	null	null	null	Mamestra glauca Hübner, 1809	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Mamestra	null	null	Mamestra Ochsenheimer, 1816	Mamestra Ochsenheimer, 1816	1	54	216	797	7015	1788466	null	null	1788466	1788466	Animalia	Arthropoda	Insecta	Lepidoptera	Noctuidae	Papestra	null	Papestra biren	Mamestra glauca (Hübner, 1809)	Papestra biren (Goeze, 1781)	1	54	216	797	7015	1788916	null	1788917	10372003	1788917
1864	Animalia	null	null	null	Culicidae	Haemagogus	spegazzinii	null	null	null	null	null	Brèthes, 1912	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Haemagogus	null	Haemagogus spegazzinii	Haemagogus spegazzinii Bréthes, 1912	Haemagogus spegazzinii Bréthes, 1912	1	54	216	811	3346	1649885	null	1649922	1649922	1649922	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Haemagogus	null	Haemagogus spegazzinii	Haemagogus spegazzinii Brethes, 1912	Haemagogus spegazzinii Brethes, 1912	1	54	216	811	3346	1649885	null	1649922	1649922	1649922
3488	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Genus	null	Oxyethira	null	null	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Oxyethira Tanytrichia	Oxyethira Tanytrichia	1	54	216	1003	7967	9450196	null	null	9450196	9450196	Animalia	Arthropoda	Insecta	Trichoptera	Hydroptilidae	Oxyethira	null	null	Oxyethira Eaton, 1873	Oxyethira Eaton, 1873	1	54	216	1003	7967	1432588	null	null	1432588	1432588
1396	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis	forreri	null	species	null	Memphis forreri	null	Forrers Leafwing, Guatemalan Leafwing	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis	null	null	Memphis Hübner, 1819	Memphis Hübner, 1819	1	54	216	797	7017	1912473	null	null	1912473	1912473	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Memphis	null	Memphis forreri	Memphis forreri	Memphis forreri	1	54	216	797	7017	1912473	null	9946631	9946631	9946631
1529	null	null	null	Hemiptera	Coreidae	Homoeocerus	null	null	null	null	Homoeocerus dilatatus Horvath	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Coreidae	Homoeocerus	null	Homoeocerus dilatatus	Homoeocerus dilatatus Horvath, 1879	Homoeocerus dilatatus Horvath, 1879	1	54	216	809	9649	6007339	null	8317868	8317868	8317868	Animalia	Arthropoda	Insecta	Hemiptera	Coreidae	Homoeocerus	null	Homoeocerus dilatatus	Homoeocerus dilatatus Horváth, 1879	Homoeocerus dilatatus Horváth, 1879	1	54	216	809	9649	6007339	null	8317868	8317868	8317868
1175	null	null	null	null	Ichneumonidae	null	null	null	species	null	Ichneumoninae sp. BOLD-2016	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	Ichneumon	null	Ichneumon ingae	Ichneumon ingae Heinrich, 1980	Ichneumon ingae Heinrich, 1980	1	54	216	1457	3512	1298050	null	5030674	5030674	5030674	Animalia	Arthropoda	Insecta	Hymenoptera	Ichneumonidae	null	null	null	Ichneumonidae	Ichneumonidae	1	54	216	1457	3512	null	null	null	3512	3512
1302	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Quedius	null	null	species	null	Quedius (Raphirus) maurorufus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Quedius	null	Quedius maurorufus	Quedius maurorufus (Gravenhorst, 1806)	Quedius maurorufus (Gravenhorst, 1806)	1	54	216	1470	7854	4290501	null	4436454	4436454	4436454	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Quedius	null	Quedius maurorufus	Quedius maurorufus (Gravenhorst, 1806)	Quedius maurorufus (Gravenhorst, 1806)	1	54	216	1470	7854	7846742	null	4436454	4436454	4436454
5122	null	null	null	null	null	null	null	null	null	null	Sympecma fusca (Vander Linden, 1820)	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Sympecma	null	Sympecma fusca	Sympecma fusca Vander Linden, 1820	Sympecma fusca Vander Linden, 1820	1	54	216	789	4489	8332777	null	1424207	1424207	1424207	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Sympecma	null	Sympecma fusca	Sympecma fusca Vander Linden, 1820	Sympecma fusca Vander Linden, 1820	1	54	216	789	4489	7977178	null	1424207	1424207	1424207
2622	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	pallidipennis	null	null	null	Trimerotropis pallidipennis	null	(Burmeister, 1838)	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	null	Trimerotropis pallidipennis	Trimerotropis pallidipennis (Burmeister & H., 1838)	Trimerotropis pallidipennis (Burmeister & H., 1838)	1	54	216	1458	9394	9793490	null	1709239	1709239	1709239	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trimerotropis	null	Trimerotropis pallidipennis	Trimerotropis pallidipennis (H.Burmeister, 1838)	Trimerotropis pallidipennis (H.Burmeister, 1838)	1	54	216	1458	9394	9793490	null	1709239	1709239	1709239
1941	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae	Priocnemis	exaltata	null	Species	null	Priocnemis exaltata	null	(J.C.Fabricius, 1775)	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae	Priocnemis	null	Priocnemis exaltatus	Priocnemis exaltatus (Fabricius, 1775)	Priocnemis exaltatus Panzer	1	54	216	1457	7913	9500065	null	4505074	9500917	4505074	Animalia	Arthropoda	Insecta	Hymenoptera	Pompilidae	Priocnemis	null	Priocnemis exaltata	Priocnemis exaltata (Fabricius, 1775)	Priocnemis exaltata (Fabricius, 1775)	1	54	216	1457	7913	9500065	null	4505074	4505074	4505074
4933	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leptura	quadrifasciata	null	Species	null	Leptura quadrifasciata	null	Linnaeus, 1758	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leptura	null	Leptura quadrifasciata	Leptura quadrifasciata Linné, 1758	Leptura quadrifasciata Linné, 1758	1	54	216	1470	5602	6269466	null	4458782	4458782	4458782	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Leptura	null	Leptura quadrifasciata	Leptura quadrifasciata Linnaeus, 1758	Leptura quadrifasciata Linnaeus, 1758	1	54	216	1470	5602	6269466	null	4458782	4458782	4458782
1698	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trachyrhachys	kiowa	null	null	null	null	null	null	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trachyrhachys	null	Trachyrhachys kiowa	Trachyrhachys kiowa (Thomas & C., 1872)	Trachyrhachys kiowa (Thomas & C., 1872)	1	54	216	1458	9394	1702867	null	1702875	1702875	1702875	Animalia	Arthropoda	Insecta	Orthoptera	Acrididae	Trachyrhachys	null	Trachyrhachys kiowa	Trachyrhachys kiowa (C.Thomas, 1872)	Trachyrhachys kiowa (C.Thomas, 1872)	1	54	216	1458	9394	1702867	null	1702875	1702875	1702875
1221	Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Aphodius	null	null	species	null	Aphodius (Acrossus) rufipes	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Acrossus	null	Acrossus luridus	Aphodius rufipes Illiger, 1798	Acrossus luridus (Fabricius, 1775)	1	54	216	1470	2933	1068519	null	1068608	8321792	1068608	Animalia	Arthropoda	Insecta	Coleoptera	Aphodiidae	Acrossus	null	Acrossus rufipes	Aphodius rufipes (Linnaeus, 1758)	Acrossus rufipes (Linnaeus, 1758)	1	54	216	1470	2933	1068519	null	1068592	8321792	1068592
1175	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	null	species	null	Coccinella hieroglyphica	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella hieroglyphica	Coccinella hieroglyphica Linnaeus, 1758	Coccinella hieroglyphica Linnaeus, 1758	1	54	216	1470	7782	1043502	null	4990184	4990184	4990184	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella hieroglyphica	Coccinella hieroglyphica Linnaeus, 1758	Coccinella hieroglyphica Linnaeus, 1758	1	54	216	1470	7830	1043502	null	4990184	4990184	4990184
8203	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Nyssomyia	whitmani	null	Espécie	null	Nyssomyia whitmani (Antunes & Coutinho, 1939)	null	(Antunes & Coutinho, 1939)	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Nyssomyia	null	Nyssomyia whitemani	Nyssomyia whitemani (Antunes & Coutinho, 1939)	Nyssomyia whitemani (Antunes & Coutinho, 1939)	1	54	216	811	7275	1660961	null	9579310	9579310	9579310	Animalia	Arthropoda	Insecta	Diptera	Asilidae	Nyssomyia	null	Nyssomyia whitmani	Nyssomyia whitmani	Nyssomyia whitmani	1	54	216	811	7275	1660961	null	10252437	10252437	10252437
8978	null	null	null	null	null	null	null	null	null	null	Coccinella septempunctata Linnaeus, 1758	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella septempunctata	Coccinella septempunctata Linnaeus, 1758	Coccinella septempunctata Linnaeus, 1758	1	54	216	1470	7782	1043502	null	4990191	4990191	4990191	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella septempunctata	Coccinella septempunctata Linnaeus, 1758	Coccinella septempunctata Linnaeus, 1758	1	54	216	1470	7830	1043502	null	4990191	4990191	4990191
1818	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	v-ata	null	Species	null	Chloroclystis v-ata	null	(Haworth, 1809)	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	null	Chloroclystis Hübner, 1825	Chloroclystis Hübner, 1825	1	54	216	797	6950	1989161	null	null	1989161	1989161	Animalia	Arthropoda	Insecta	Lepidoptera	Geometridae	Chloroclystis	null	Chloroclystis v-ata	Chloroclystis v-ata (Haworth, 1809)	Chloroclystis v-ata (Haworth, 1809)	1	54	216	797	6950	1989161	null	1989428	1989428	1989428
1415	null	null	null	null	null	null	null	null	null	null	Coccinella septempunctata Linnaeus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella septempunctata	Coccinella septempunctata Linnaeus, 1758	Coccinella septempunctata Linnaeus, 1758	1	54	216	1470	7782	1043502	null	4990191	4990191	4990191	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella septempunctata	Coccinella septempunctata Linnaeus, 1758	Coccinella septempunctata Linnaeus, 1758	1	54	216	1470	7830	1043502	null	4990191	4990191	4990191
1060	null	null	null	null	null	null	null	null	null	null	Hydropsyche orientalis	null	null	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Hydropsyche	null	null	Hydropsyche Pictet, 1834	Hydropsyche Pictet, 1834	1	54	216	1003	7966	1431357	null	null	1431357	1431357	Animalia	Arthropoda	Insecta	Trichoptera	Hydropsychidae	Ceratopsyche	null	Ceratopsyche orientalis	Hydropsyche orientalis Martynov, 1934	Ceratopsyche orientalis (Martynov, 1934)	1	54	216	1003	7966	1439417	null	1439515	10029912	1439515
1300	null	null	null	null	null	null	null	null	null	null	Paracorixa concinna amurensis Jaczewski 1960	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Paracorixa	null	Paracorixa concinna	Paracorixa concinna (Fieber, 1848)	Paracorixa concinna (Fieber, 1848)	1	54	216	809	6988	4406289	null	4485394	4485394	4485394	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Paracorixa	null	Paracorixa concinna	Paracorixa concinna amurensis (Jaczewski, 1960)	Paracorixa concinna amurensis (Jaczewski, 1960)	1	54	216	809	6988	4406289	null	4485394	10392808	10392808
2703	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Eurysternus	plebejus	null	Especie	null	Eurysternus plebejus	null	Harold	Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Eurysternus	null	Eurysternus plebejus	Eurysternus plebejus Harold, 1880	Eurysternus plebejus Harold, 1880	1	54	216	1470	5840	1093143	null	4998014	4998014	4998014	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Eurysternus	null	Eurysternus plebejus	Eurysternus plebejus Harold, 1880	Eurysternus plebejus Harold, 1880	1	54	216	1470	4239	1093143	null	4998014	4998014	4998014
1653	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Cochliomyia	macellaria	null	Especie	null	Cochliomyia macellaria	null	(Fabricius)	Animalia	Arthropoda	Insecta	Diptera	Syrphidae	Musca	null	Musca macellaria	Cochliomyia macellaria (Fabricius, 1775)	Musca macellaria Fabricius, 1775	1	54	216	811	6920	8097933	null	1502216	1502215	1502216	Animalia	Arthropoda	Insecta	Diptera	Calliphoridae	Cochliomyia	null	Cochliomyia macellaria	Cochliomyia macellaria (Fabricius, 1775)	Cochliomyia macellaria (Fabricius, 1775)	1	54	216	811	3335	1502207	null	1502215	1502215	1502215
1582	null	null	null	null	null	null	null	null	null	null	Sympecma fusca	null	null	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Sympecma	null	Sympecma fusca	Sympecma fusca Vander Linden, 1820	Sympecma fusca Vander Linden, 1820	1	54	216	789	4489	8332777	null	1424207	1424207	1424207	Animalia	Arthropoda	Insecta	Odonata	Lestidae	Sympecma	null	Sympecma fusca	Sympecma fusca Vander Linden, 1820	Sympecma fusca Vander Linden, 1820	1	54	216	789	4489	7977178	null	1424207	1424207	1424207
1299	Animalia	Arthropoda	null	Plecoptera	Leuctridae	Leuctra	sp.	null	genus	null	Leuctra sp.	null	STEPHENS, 1835	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	null	Leuctra Stephens, 1836	Leuctra Stephens, 1836	1	54	216	787	2998	2001760	null	null	2001760	2001760	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	null	Leuctra Stephens, 1836	Leuctra Stephens, 1836	1	54	216	787	2998	10214186	null	null	10214186	10214186
1168	null	null	null	null	Leuctridae	Leuctra	nigra	null	null	null	Leuctra nigra (Olivier, 1811)	null	(Olivier, 1811)	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra nigra	Leuctra nigra (Olivier, 1811)	Leuctra nigra (Olivier, 1811)	1	54	216	787	2998	2001760	null	2001985	2001985	2001985	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra nigra	Leuctra nigra (Olivier, 1811)	Leuctra nigra (Olivier, 1811)	1	54	216	787	2998	10214186	null	2001985	2001985	2001985
1299	Animalia	null	null	null	Coccinellidae	null	null	null	species	null	Coccinella quinquepunctata	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Coccinellidae	Coccinella	null	Coccinella quinquepunctata	Coccinella quinquepunctata Linnaeus, 1758	Coccinella quinquepunctata Linnaeus, 1758	1	54	216	1470	7782	1043502	null	5877900	5877900	5877900	Animalia	Arthropoda	Insecta	Coleoptera	Hydrophilidae	Coccinella	null	Coccinella quinquepunctata	Coccinella quinquepunctata Linnaeus, 1758	Coccinella quinquepunctata Linnaeus, 1758	1	54	216	1470	7830	1043502	null	5877900	5877900	5877900
4797	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	null	null	species	null	Tipula oleracea	null	null	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Tipula	null	Tipula oleracea	Tipula oleracea Linnaeus, 1758	Tipula oleracea Linnaeus, 1758	1	54	216	811	3346	1446543	null	1506056	1506056	1506056	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	null	Tipula oleracea	Tipula oleracea Linnaeus, 1758	Tipula oleracea Linnaeus, 1758	1	54	216	811	7634	1446543	null	1506056	1506056	1506056
2227	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Xantholinus	null	null	species	null	Xantholinus (Xantholinus) linearis	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Staphylinus	null	Staphylinus linearis	Xantholinus linearis (Olivier, 1794)	Staphylinus linearis Olivier, 1795	1	54	216	1470	7854	4407470	null	4435984	4435983	4435984	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Xantholinus	null	Xantholinus linearis	Xantholinus linearis (Olivier & A.G., 1795)	Xantholinus linearis (Olivier & A.G., 1795)	1	54	216	1470	7854	8320209	null	4435983	4435983	4435983
3230	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Neophilaenus	null	null	species	null	Neophilaenus lineatus	null	null	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Neophilaenus	null	Neophilaenus lineatus	Neophilaenus lineatus (Linné, 1758)	Neophilaenus lineatus (Linné, 1758)	1	54	216	809	3764	2016793	null	4482791	4482791	4482791	Animalia	Arthropoda	Insecta	Hemiptera	Aphrophoridae	Neophilaenus	null	Neophilaenus lineatus	Neophilaenus lineatus (Linnaeus, 1758)	Neophilaenus lineatus (Linnaeus, 1758)	1	54	216	809	3764	2016793	null	4482791	4482791	4482791
7094	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Lutzomyia	olmeca	olmeca	subspecies	null	Lutzomyia olmeca subsp. olmeca	null	null	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Lutzomyia	null	null	Lutzomyia França, 1924	Lutzomyia França, 1924	1	54	216	811	9164	5980929	null	null	5980929	5980929	Animalia	Arthropoda	Insecta	Diptera	Psychodidae	Lutzomyia	null	Lutzomyia olmeca	Lutzomyia olmeca	Lutzomyia olmeca	1	54	216	811	9164	5980929	null	9920932	9920932	9920932
1113	null	null	null	null	null	null	null	null	null	null	Hylobius abietis (Linnaeus, 1758)	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hylobius	null	Hylobius abietis	Hylobius abietis (Linnaeus & C., 1758)	Hylobius abietis (Linnaeus & C., 1758)	1	54	216	1470	4239	1237612	null	5021491	5021491	5021491	Animalia	Arthropoda	Insecta	Coleoptera	Curculionidae	Hylobius	null	Hylobius abietis	Hylobius abietis (C.Linnaeus, 1758)	Hylobius abietis (C.Linnaeus, 1758)	1	54	216	1470	4239	1237612	null	5021491	5021491	5021491
1521	null	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	null	null	null	Helina evecta	null	null	Animalia	Arthropoda	Insecta	Diptera	Lonchaeidae	Helina	null	Helina evecta	Helina evecta (Harris, 1780)	Helina evecta (Harris, 1780)	1	54	216	811	5559	1526192	null	5069084	5069084	5069084	Animalia	Arthropoda	Insecta	Diptera	Muscidae	Helina	null	Helina evecta	Helina evecta (Harris, 1780)	Helina evecta (Harris, 1780)	1	54	216	811	5564	1526192	null	5069084	5069084	5069084
1805	null	null	null	null	null	null	null	null	null	null	Tachina fera	null	null	Animalia	Arthropoda	Insecta	Diptera	Rhinophoridae	Tachina	null	Tachina fera	Tachina fera (Linnaeus, 1761)	Tachina fera (Linnaeus, 1761)	1	54	216	811	5589	1470805	null	5978844	5978844	5978844	Animalia	Arthropoda	Insecta	Diptera	Tachinidae	Tachina	null	Tachina fera	Tachina fera (Linnaeus, 1761)	Tachina fera (Linnaeus, 1761)	1	54	216	811	6918	1470805	null	5978844	5978844	5978844
1193	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus	null	null	species	null	Stenocorus meridianus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus	null	Stenocorus meridianus	Stenocorus meridianus (Linné, 1758)	Stenocorus meridianus (Linné, 1758)	1	54	216	1470	5602	8013738	null	8323161	8323161	8323161	Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Stenocorus	null	Stenocorus meridianus	Stenocorus meridianus (Linnaeus, 1758)	Stenocorus meridianus (Linnaeus, 1758)	1	54	216	1470	5602	8013738	null	8323161	8323161	8323161
1805	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Tachyporus	null	null	species	null	Tachyporus nitidulus	null	null	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Staphylinus	null	Staphylinus nitidulus	Tachyporus nitidulus (Fabricius, 1781)	Staphylinus nitidulus Fabricius, 1781	1	54	216	1470	7854	4407470	null	8045274	4438603	8045274	Animalia	Arthropoda	Insecta	Coleoptera	Staphylinidae	Tachyporus	null	Tachyporus nitidulus	Tachyporus nitidulus (Fabricius, 1781)	Tachyporus nitidulus (Fabricius, 1781)	1	54	216	1470	7854	4405532	null	4438603	4438603	4438603
8407	Animalia	Arthropoda	Hexapoda	Hymenoptera	Platygastridae	Idris	null	null	null	null	Idris	null	null	Animalia	Arthropoda	Insecta	Hymenoptera	Scelionidae	Idris	null	null	Idris Förster, 1856	Idris Förster, 1856	1	54	216	1457	4349	1402157	null	null	1402157	1402157	Animalia	Arthropoda	Insecta	Hymenoptera	Scelionidae	Idris	null	null	Idris Förster, 1856	Idris Förster, 1856	1	54	216	1457	4349	10065066	null	null	10065066	10065066
1037	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Callicorixa	praeusta	praeusta	null	null	Callicorixa praeusta ssp. praeusta (Fieber, 1848)	null	(Fieber, 1848)	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Callicorixa	null	Callicorixa praeusta	Callicorixa praeusta (Fieber, 1848)	Callicorixa praeusta (Fieber, 1848)	1	54	216	809	6988	2049803	null	2049804	2049804	2049804	Animalia	Arthropoda	Insecta	Hemiptera	Corixidae	Callicorixa	null	Callicorixa praeusta	Callicorixa praeusta praeusta	Callicorixa praeusta praeusta	1	54	216	809	6988	2049803	null	2049804	4485398	4485398
2353	null	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	null	null	null	null	Micropsectra subletteorum (BOLD:AAF7088)	null	null	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	null	null	Micropsectra Kieffer, 1908	Micropsectra Kieffer, 1908	1	54	216	811	3343	1449019	null	null	1449019	1449019	Animalia	Arthropoda	Insecta	Diptera	Chironomidae	Micropsectra	null	Micropsectra subletteorum	Micropsectra subletteorum	Micropsectra subletteorum	1	54	216	811	3343	1449019	null	10102520	10102520	10102520
1072	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	null	null	subspecies	null	Pararge aegeria tircis	null	null	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	null	Pararge aegeria	Pararge aegeria tircis (Godart, 1821)	Pararge aegeria (Linnaeus, 1758)	1	54	216	797	7017	1894469	null	8049830	8972093	8049830	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Pararge	null	Pararge aegeria	Pararge aegeria tircis (Butler, 1867)	Pararge aegeria tircis (Butler, 1867)	1	54	216	797	7017	1894469	null	8049830	10514487	10514487
3523	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	null	species	null	Leuctra geniculata	null	null	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra geniculata	Leuctra geniculata Stephens, 1836	Leuctra geniculata Stephens, 1836	1	54	216	787	2998	2001760	null	2001671	2001671	2001671	Animalia	Arthropoda	Insecta	Plecoptera	Leuctridae	Leuctra	null	Leuctra geniculata	Leuctra geniculata Stephens, 1836	Leuctra geniculata Stephens, 1836	1	54	216	787	2998	10214186	null	2001671	2001671	2001671
2216	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	null	null	species	null	Tipula vernalis	null	null	Animalia	Arthropoda	Insecta	Diptera	Culicidae	Tipula	null	Tipula vernalis	Tipula vernalis Meigen, 1804	Tipula vernalis Meigen, 1804	1	54	216	811	3346	1446543	null	1507303	1507303	1507303	Animalia	Arthropoda	Insecta	Diptera	Tipulidae	Tipula	null	Tipula vernalis	Tipula vernalis Meigen, 1804	Tipula vernalis Meigen, 1804	1	54	216	811	7634	1446543	null	1507303	1507303	1507303
1221	null	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	null	null	null	Mycetophila fungorum	null	null	Animalia	Arthropoda	Insecta	Diptera	Keroplatidae	Mycetophila	null	Mycetophila fungorum	Mycetophila fungorum (De Geer, 1776)	Mycetophila fungorum (De Geer, 1776)	1	54	216	811	5558	1487049	null	1614746	1614746	1614746	Animalia	Arthropoda	Insecta	Diptera	Mycetophilidae	Mycetophila	null	Mycetophila fungorum	Mycetophila fungorum (De Geer, 1776)	Mycetophila fungorum (De Geer, 1776)	1	54	216	811	5565	1487049	null	1614746	1614746	1614746
